"","plate","well","position","nuc.ac.nr","dnaconcngpmicl","absratio","TissCode","extractby"
"1",1,"A1",1,262,-41,1.6429,"MW","JXD"
"2",1,"B1",2,465,-21,-4.75,"MW","JAJ"
"3",1,"C1",3,884,-3,-1.2647,"WB","JXD"
"4",1,"D1",4,617,0,1.4444,"MW","JXD"
"5",1,"E1",5,1223,1,-10.19,"WB","EAP"
"6",1,"F1",6,654,1,1.127,"MW","EAP"
"7",1,"G1",7,320,1,1.5,"WB","JAJ"
"8",1,"H1",8,421,1,0.83,"WB","JAJ"
"9",1,"A2",9,606,2,1.1739,"MW","JXD"
"10",1,"B2",10,278,2,0.7968,"MW","JAJ"
"11",1,"C2",11,471,2,1.34,"WB","JAJ"
"12",1,"D2",12,529,2,0.88,"WB","JAJ"
"13",1,"E2",13,183,2,2.5,"WB","JAJ"
"14",1,"F2",14,1791,3,1.62,"WB","EAP"
"15",1,"G2",15,750,3,0.8717,"MW","JXD"
"16",1,"H2",16,321,3,1.5455,"MW","JAJ"
"17",1,"A3",17,815,3,1.2745,"MW","JXD"
"18",1,"B3",18,325,3,11,"MW","JAJ"
"19",1,"C3",19,827,3,1.9063,"MW","JXD"
"20",1,"D3",20,834,3,1.3483,"MW","JXD"
"21",1,"E3",21,1097,3,1.4706,"WB","JXD"
"22",1,"F3",22,1771,3,2.49,"WB","EAP"
"23",1,"G3",23,387,3,1.093,"MW","JAJ"
"24",1,"H3",24,701,3,3.6667,"WB","EAP"
"25",1,"A4",25,1061,3,1.3182,"BUC","JXD"
"26",1,"B4",26,619,3,1.2426,"MW","JXD"
"27",1,"C4",27,508,3,1.8182,"WB","JAJ"
"28",1,"D4",28,832,4,1.3486,"MW","JXD"
"29",1,"E4",29,637,4,1.1518,"MW","JXD"
"30",1,"F4",30,532,4,1.24,"WB","JAJ"
"31",1,"G4",31,407,4,1.3636,"MW","JAJ"
"32",1,"H4",32,618,4,1.8235,"MW","JXD"
"33",1,"A5",33,376,4,1.45,"MW","JAJ"
"34",1,"B5",34,1358,4,1.36,"MW","EAP"
"35",1,"C5",35,499,4,2.125,"WB","JAJ"
"36",1,"D5",36,1690,4,1.64,"WB","EAP"
"37",1,"E5",37,482,5,1.1633,"MW","JAJ"
"38",1,"F5",38,647,5,1.329,"MW","JXD"
"39",1,"G5",39,1263,5,1.97,"WB","EAP"
"40",1,"H5",40,419,5,1.3548,"MW","JAJ"
"41",1,"A6",41,579,5,1.7826,"MW","EAP"
"42",1,"B6",42,1270,5,1.98,"WB","EAP"
"43",1,"C6",43,401,5,1.2973,"MW","JAJ"
"44",1,"D6",44,318,5,2.3333,"WB","JAJ"
"45",1,"E6",45,420,5,1.2895,"MW","JAJ"
"46",1,"F6",46,398,6,1.2292,"MW","JAJ"
"47",1,"G6",47,666,6,2.1923,"MW","JXD"
"48",1,"H6",48,415,6,1.52,"MW","JAJ"
"49",1,"A7",49,290,6,1.31,"MW","JAJ"
"50",1,"B7",50,412,6,1.4194,"MW","JAJ"
"51",1,"C7",51,663,6,1.9524,"MW","EAP"
"52",1,"D7",52,1171,6,2.63,"MW","EAP"
"53",1,"E7",53,333,6,1.3421,"MW","JAJ"
"54",1,"F7",54,1377,6,2.84,"WB","EAP"
"55",1,"G7",55,403,6,1.24,"MW","JAJ"
"56",1,"H7",56,736,6,1.6442,"MW","JXD"
"57",1,"A8",57,0,NA,NA,NA,NA
"58",1,"B8",58,1566,6,1.29,"WB","EAP"
"59",1,"C8",59,616,6,1.3859,"MW","JXD"
"60",1,"D8",60,531,7,1.52,"WB","JAJ"
"61",1,"E8",61,835,7,1.6,"MW","JXD"
"62",1,"F8",62,733,7,1.3074,"MW","JXD"
"63",1,"G8",63,353,7,2,"MW","JAJ"
"64",1,"H8",64,991,7,1.93,"WB","ALG"
"65",1,"A9",65,1473,7,1.41,"MW","EAP"
"66",1,"B9",66,426,7,1.2222,"MW","JAJ"
"67",1,"C9",67,396,7,1.2727,"MW","JAJ"
"68",1,"D9",68,324,7,1.6957,"MW","JAJ"
"69",1,"E9",69,273,8,1.4595,"MW","JAJ"
"70",1,"F9",70,1277,8,0.93,"WB","EAP"
"71",1,"G9",71,334,8,2,"MW","JAJ"
"72",1,"H9",72,344,8,1.5143,"MW","JAJ"
"73",1,"A10",73,425,8,1.4737,"MW","JAJ"
"74",1,"B10",74,712,9,4.1707,"MW","EAP"
"75",1,"C10",75,1208,9,2.64,"WB","EAP"
"76",1,"D10",76,893,9,1.6763,"MW","JXD"
"77",1,"E10",77,332,9,1.3878,"MW","JAJ"
"78",1,"F10",78,936,9,1.67,"WB","JXD"
"79",1,"G10",79,599,9,1.6783,"WB","JXD"
"80",1,"H10",80,760,9,1.8468,"MW","JXD"
"81",1,"A11",81,388,9,1.625,"MW","JAJ"
"82",1,"B11",82,480,9,1.625,"MW","JAJ"
"83",1,"C11",83,466,9,4.625,"MW","JAJ"
"84",1,"D11",84,203,9,1.75,"WB","JAJ"
"85",1,"E11",85,679,9,1.5988,"MW","EAP"
"86",1,"F11",86,227,10,1.4286,"MW","JAJ"
"87",1,"G11",87,635,10,1.7007,"MW","JXD"
"88",1,"H11",88,1287,10,1.34,"WB","EAP"
"89",1,"A12",89,418,10,1.3684,"MW","JAJ"
"90",1,"B12",90,612,10,1.55,"MW","JXD"
"91",1,"C12",91,605,10,1.5294,"MW","JXD"
"92",1,"D12",92,1475,10,1.52,"MW","EAP"
"93",1,"E12",93,1811,10,2.84,"WB","EAP"
"94",1,"F12",94,1034,10,1.4103,"MW","JXD"
"95",1,"G12",95,414,10,1.2353,"MW","JAJ"
"96",1,"H12",96,788,10,1.91,"WB","JXD"
"97",2,"A1",1,258,11,1.2442,"MW","JAJ"
"98",2,"B1",2,406,11,1.5,"MW","JAJ"
"99",2,"C1",3,402,11,1.4444,"MW","JAJ"
"100",2,"D1",4,343,11,1.3108,"MW","JAJ"
"101",2,"E1",5,300,11,2.2,"MW","JAJ"
"102",2,"F1",6,1044,11,1.6289,"MW","JXD"
"103",2,"G1",7,761,11,1.506,"WB","JXD"
"104",2,"H1",8,537,11,1.3636,"MW","EAP"
"105",2,"A2",9,1158,12,2.05,"WB","EAP"
"106",2,"B2",10,279,12,1.3611,"MW","JAJ"
"107",2,"C2",11,735,12,1.2765,"MW","JXD"
"108",2,"D2",12,395,12,1.4426,"MW","JAJ"
"109",2,"E2",13,200,12,1.9259,"WB","JAJ"
"110",2,"F2",14,540,12,-12,"MW","EAP"
"111",2,"G2",15,1461,12,1.61,"WB","EAP"
"112",2,"H2",16,1933,12,1.36,"MW","EAP"
"113",2,"A3",17,385,12,1.3506,"MW","JAJ"
"114",2,"B3",18,1042,13,1.7627,"MW","JXD"
"115",2,"C3",19,417,13,3.4,"MW","JAJ"
"116",2,"D3",20,524,13,2.04,"MW","JAJ"
"117",2,"E3",21,807,13,1.3366,"MW","JXD"
"118",2,"F3",22,64,13,1.7,"WB","RD"
"119",2,"G3",23,285,13,1.2842,"MW","JAJ"
"120",2,"H3",24,468,13,1.3294,"MW","JAJ"
"121",2,"A4",25,831,13,1.6416,"MW","JXD"
"122",2,"B4",26,442,13,1.8235,"MW","JAJ"
"123",2,"C4",27,397,13,1.27,"MW","JAJ"
"124",2,"D4",28,923,14,1.2028,"MW","JXD"
"125",2,"E4",29,833,14,1.6609,"MW","JXD"
"126",2,"F4",30,221,14,1.59,"MW","JAJ"
"127",2,"G4",31,1942,14,1.97,"WB","EAP"
"128",2,"H4",32,1274,14,2.05,"WB","EAP"
"129",2,"A5",33,1292,14,2.03,"WB","EAP"
"130",2,"B5",34,541,15,1.4669,"MW","EAP"
"131",2,"C5",35,519,15,1.4521,"MW","JAJ"
"132",2,"D5",36,518,15,1.4125,"MW","JAJ"
"133",2,"E5",37,310,15,1.3587,"MW","JAJ"
"134",2,"F5",38,280,15,1.4533,"MW","JAJ"
"135",2,"G5",39,526,15,1.2883,"MW","JAJ"
"136",2,"H5",40,354,15,1.267,"MW","JAJ"
"137",2,"A6",41,590,16,1.7731,"MW","EAP"
"138",2,"B6",42,858,16,1.8098,"MW","JXD"
"139",2,"C6",43,351,16,1.4545,"MW","JAJ"
"140",2,"D6",44,284,16,1.152,"MW","JAJ"
"141",2,"E6",45,335,16,1.3301,"MW","JAJ"
"142",2,"F6",46,569,16,2.3358,"MW","EAP"
"143",2,"G6",47,299,16,1.4286,"MW","JAJ"
"144",2,"H6",48,1285,16,1.7,"WB","EAP"
"145",2,"A7",49,301,17,1.2254,"MW","JAJ"
"146",2,"B7",50,1439,17,1.76,"WB","EAP"
"147",2,"C7",51,224,17,1.3978,"MW","JAJ"
"148",2,"D7",52,1217,17,2.46,"WB","EAP"
"149",2,"E7",53,912,17,1.5251,"MW","JXD"
"150",2,"F7",54,283,17,1.3663,"MW","JAJ"
"151",2,"G7",55,1043,17,1.662,"MW","JXD"
"152",2,"H7",56,305,18,1.4756,"MW","JAJ"
"153",2,"A8",57,728,18,1.63,"MW","JXD"
"154",2,"B8",58,410,18,1.3167,"MW","JAJ"
"155",2,"C8",59,226,18,1.3451,"MW","JAJ"
"156",2,"D8",60,207,18,1.04,"WB","JAJ"
"157",2,"E8",61,443,18,1.5882,"MW","JAJ"
"158",2,"F8",62,394,19,1.2467,"MW","JAJ"
"159",2,"G8",63,434,19,1.3832,"MW","JAJ"
"160",2,"H8",64,879,19,2.9297,"WB","JXD"
"161",2,"A9",65,308,19,1.4565,"MW","JAJ"
"162",2,"B9",66,313,19,1.57,"MW","JAJ"
"163",2,"C9",67,528,19,1.25,"MW","JAJ"
"164",2,"D9",68,336,19,3.04,"WB","JAJ"
"165",2,"E9",69,655,19,1.6887,"MW","EAP"
"166",2,"F9",70,392,19,1.4574,"MW","JAJ"
"167",2,"G9",71,609,19,1.6554,"MW","JXD"
"168",2,"H9",72,87,20,1.7368,"WB","JAJ"
"169",2,"A10",73,386,20,1.5301,"MW","JAJ"
"170",2,"B10",74,292,20,1.6,"MW","JAJ"
"171",2,"C10",75,806,20,1.3756,"MW","JXD"
"172",2,"D10",76,608,20,1.5868,"MW","JXD"
"173",2,"E10",77,1792,20,1.89,"WB","EAP"
"174",2,"F10",78,794,20,1.5316,"MW","JXD"
"175",2,"G10",79,535,21,1.5861,"MW","EAP"
"176",2,"H10",80,467,21,1.4259,"MW","JAJ"
"177",2,"A11",81,373,21,1.7258,"MW","JAJ"
"178",2,"B11",82,729,21,1.7129,"MW","JXD"
"179",2,"C11",83,816,21,1.5164,"MW","JXD"
"180",2,"D11",84,281,22,1.2234,"MW","JAJ"
"181",2,"E11",85,804,22,1.4374,"MW","JXD"
"182",2,"F11",86,934,22,1.6442,"MW","JXD"
"183",2,"G11",87,840,22,1.7413,"WB","JXD"
"184",2,"H11",88,1508,22,1.17,"MW","EAP"
"185",2,"A12",89,223,23,1.4545,"MW","JAJ"
"186",2,"B12",90,814,23,1.5914,"MW","JXD"
"187",2,"C12",91,222,23,1.6,"MW","JAJ"
"188",2,"D12",92,277,23,1.0397,"MW","JAJ"
"189",2,"E12",93,1194,23,1.59,"MW","EAP"
"190",2,"F12",94,0,NA,NA,NA,NA
"191",2,"G12",95,309,24,1.6265,"MW","JAJ"
"192",2,"H12",96,314,24,1.52,"MW","JAJ"
"193",3,"A1",1,892,24,1.5642,"MW","JXD"
"194",3,"B1",2,400,25,1.4,"MW","JAJ"
"195",3,"C1",3,527,25,1.1727,"MW","JAJ"
"196",3,"D1",4,1568,25,1.77,"WB","EAP"
"197",3,"E1",5,1393,26,1.85,"WB","EAP"
"198",3,"F1",6,1146,26,1.76,"MW","EAP"
"199",3,"G1",7,734,26,1.5828,"MW","JXD"
"200",3,"H1",8,1971,26,1.85,"WB","EAP"
"201",3,"A2",9,282,27,1.5463,"MW","JAJ"
"202",3,"B2",10,859,27,1.8681,"MW","JXD"
"203",3,"C2",11,692,28,1.8516,"WB","EAP"
"204",3,"D2",12,822,28,1.7603,"WB","JXD"
"205",3,"E2",13,594,28,1.8584,"MW","EAP"
"206",3,"F2",14,298,28,1.5727,"MW","JAJ"
"207",3,"G2",15,601,29,1.6871,"MW","JXD"
"208",3,"H2",16,326,29,1.0275,"MW","JAJ"
"209",3,"A3",17,620,29,1.8047,"MW","JXD"
"210",3,"B3",18,322,29,1.2154,"MW","JAJ"
"211",3,"C3",19,566,30,1.5927,"MW","EAP"
"212",3,"D3",20,1021,30,1.8,"WB","JXD"
"213",3,"E3",21,1497,30,1.77,"WB","EAP"
"214",3,"F3",22,0,NA,NA,NA,NA
"215",3,"G3",23,105,30,2.4,"WB","JAJ"
"216",3,"H3",24,745,30,1.8311,"WB","JXD"
"217",3,"A4",25,638,30,1.5796,"MW","JXD"
"218",3,"B4",26,727,30,1.5471,"MW","JXD"
"219",3,"C4",27,610,31,1.87,"MW","JXD"
"220",3,"D4",28,215,31,1.3418,"MW","JAJ"
"221",3,"E4",29,275,32,1.4861,"MW","JAJ"
"222",3,"F4",30,303,32,1.5385,"MW","JAJ"
"223",3,"G4",31,1087,32,1.6264,"WB","JXD"
"224",3,"H4",32,234,32,2.2069,"MW","JAJ"
"225",3,"A5",33,306,32,1.2443,"MW","JAJ"
"226",3,"B5",34,602,32,1.8952,"WB","JXD"
"227",3,"C5",35,346,32,1.0696,"MW","JAJ"
"228",3,"D5",36,411,33,1.3165,"MW","JAJ"
"229",3,"E5",37,355,33,1.422,"MW","JAJ"
"230",3,"F5",38,228,33,1.6239,"MW","JAJ"
"231",3,"G5",39,634,33,1.7101,"MW","JXD"
"232",3,"H5",40,236,34,1.8642,"MW","JAJ"
"233",3,"A6",41,225,34,1.6325,"MW","JAJ"
"234",3,"B6",42,1759,34,1.56,"MW","EAP"
"235",3,"C6",43,803,34,1.5234,"MW","JXD"
"236",3,"D6",44,664,34,1.8959,"MW","EAP"
"237",3,"E6",45,352,35,1.6016,"MW","JAJ"
"238",3,"F6",46,212,35,1.75,"MW","JAJ"
"239",3,"G6",47,1507,35,1.72,"WB","EAP"
"240",3,"H6",48,713,35,1.56,"MW","EAP"
"241",3,"A7",49,935,35,1.6284,"MW","JXD"
"242",3,"B7",50,1824,36,1.96,"WB","EAP"
"243",3,"C7",51,828,36,1.7394,"MW","JXD"
"244",3,"D7",52,51,36,2.3,"WB","SLJ"
"245",3,"E7",53,139,36,1.5364,"WB","JAJ"
"246",3,"F7",54,1752,37,1.66,"MW","EAP"
"247",3,"G7",55,393,37,1.266,"MW","JAJ"
"248",3,"H7",56,1693,37,1.36,"MW","EAP"
"249",3,"A8",57,323,37,1.7273,"MW","JAJ"
"250",3,"B8",58,218,37,1.5,"MW","JAJ"
"251",3,"C8",59,607,37,1.5914,"MW","JXD"
"252",3,"D8",60,371,38,1.0942,"MW","JAJ"
"253",3,"E8",61,533,38,1.5705,"MW","EAP"
"254",3,"F8",62,1535,38,1.61,"MW","EAP"
"255",3,"G8",63,512,38,1.4722,"MW","JAJ"
"256",3,"H8",64,291,39,1.31,"MW","JAJ"
"257",3,"A9",65,1821,39,1.78,"MW","EAP"
"258",3,"B9",66,662,39,1.7664,"MW","EAP"
"259",3,"C9",67,613,40,1.6708,"MW","JXD"
"260",3,"D9",68,538,40,1.6611,"MW","EAP"
"261",3,"E9",69,711,40,1.71,"MW","EAP"
"262",3,"F9",70,185,40,1.9535,"WB","JAJ"
"263",3,"G9",71,181,41,1.84,"WB","JAJ"
"264",3,"H9",72,1875,41,2.04,"WB","EAP"
"265",3,"A10",73,1145,41,1.88,"WB","EAP"
"266",3,"B10",74,1082,41,1.78,"WB","JXD"
"267",3,"C10",75,186,41,1.9438,"WB","JAJ"
"268",3,"D10",76,595,41,1.771,"MW","EAP"
"269",3,"E10",77,256,41,1.8286,"MW","JAJ"
"270",3,"F10",78,304,42,1.7317,"MW","JAJ"
"271",3,"G10",79,1760,42,1.61,"MW","EAP"
"272",3,"H10",80,21,42,1.7807,"WB","JXD"
"273",3,"A11",81,408,42,1.5536,"MW","JAJ"
"274",3,"B11",82,584,42,1.5926,"MW","EAP"
"275",3,"C11",83,149,42,1.7692,"WB","JAJ"
"276",3,"D11",84,274,42,1.2189,"MW","JAJ"
"277",3,"E11",85,161,43,2.0476,"WB","JAJ"
"278",3,"F11",86,413,43,1.0717,"MW","JAJ"
"279",3,"G11",87,621,43,1.7019,"MW","JXD"
"280",3,"H11",88,240,44,1.9,"MW","JAJ"
"281",3,"A12",89,230,44,1.5419,"MW","JAJ"
"282",3,"B12",90,404,44,1.3369,"MW","JAJ"
"283",3,"C12",91,348,44,1.1282,"MW","JAJ"
"284",3,"D12",92,523,44,1.6704,"MW","JAJ"
"285",3,"E12",93,1539,45,1.8,"WB","EAP"
"286",3,"F12",94,1434,45,1.75,"MW","EAP"
"287",3,"G12",95,297,45,1.5288,"MW","JAJ"
"288",3,"H12",96,307,46,1.8348,"WB","JAJ"
"289",4,"A1",1,478,46,1.3129,"MW","JAJ"
"290",4,"B1",2,560,46,1.3704,"WB","EAP"
"291",4,"C1",3,249,46,2.1264,"MW","JAJ"
"292",4,"D1",4,1045,46,1.5816,"MW","JXD"
"293",4,"E1",5,933,47,1.6061,"MW","JXD"
"294",4,"F1",6,686,47,1.9212,"WB","EAP"
"295",4,"G1",7,1446,47,1.81,"WB","EAP"
"296",4,"H1",8,542,48,1.7548,"MW","EAP"
"297",4,"A2",9,327,48,1.1107,"MW","JAJ"
"298",4,"B2",10,730,48,1.7,"MW","JXD"
"299",4,"C2",11,759,48,1.7676,"MW","JXD"
"300",4,"D2",12,1622,48,1.54,"WB","EAP"
"301",4,"E2",13,1086,48,1.7351,"WB","JXD"
"302",4,"F2",14,390,49,1.5654,"MW","JAJ"
"303",4,"G2",15,649,49,1.8063,"WB","JXD"
"304",4,"H2",16,503,49,1.9018,"WB","JAJ"
"305",4,"A3",17,469,49,1.3956,"MW","JAJ"
"306",4,"B3",18,1196,49,1.74,"MW","EAP"
"307",4,"C3",19,1474,50,1.73,"MW","EAP"
"308",4,"D3",20,578,50,1.7448,"MW","EAP"
"309",4,"E3",21,1506,50,1.56,"MW","EAP"
"310",4,"F3",22,732,50,1.6224,"MW","JXD"
"311",4,"G3",23,641,51,1.6976,"MW","JXD"
"312",4,"H3",24,661,51,2.2809,"MW","EAP"
"313",4,"A4",25,1623,51,1.8,"WB","EAP"
"314",4,"B4",26,188,51,1.9455,"WB","JAJ"
"315",4,"C4",27,479,51,1.6175,"MW","JAJ"
"316",4,"D4",28,1058,52,1.78,"WB","JXD"
"317",4,"E4",29,1789,52,1.86,"WB","EAP"
"318",4,"F4",30,1148,52,1.8,"MW","EAP"
"319",4,"G4",31,1751,52,1.66,"MW","EAP"
"320",4,"H4",32,347,52,1.0808,"MW","JAJ"
"321",4,"A5",33,1232,52,1.68,"WB","EAP"
"322",4,"B5",34,1028,53,1.757,"WB","JXD"
"323",4,"C5",35,1557,53,1.79,"WB","EAP"
"324",4,"D5",36,170,53,1.296,"WB","JAJ"
"325",4,"E5",37,1775,53,1.61,"MW","EAP"
"326",4,"F5",38,1231,53,1.95,"WB","EAP"
"327",4,"G5",39,1694,54,1.58,"MW","EAP"
"328",4,"H5",40,349,54,1.2241,"MW","JAJ"
"329",4,"A6",41,377,54,1.6448,"MW","JAJ"
"330",4,"B6",42,656,54,1.7008,"MW","EAP"
"331",4,"C6",43,0,NA,NA,NA,NA
"332",4,"D6",44,1404,55,1.75,"MW","EAP"
"333",4,"E6",45,1570,55,1.8,"WB","EAP"
"334",4,"F6",46,821,55,1.7964,"MW","JXD"
"335",4,"G6",47,697,55,1.1128,"MW","JXD"
"336",4,"H6",48,1914,56,1.82,"WB","EAP"
"337",4,"A7",49,1540,56,1.77,"WB","EAP"
"338",4,"B7",50,1076,56,1.83,"WB","JXD"
"339",4,"C7",51,1159,56,1.95,"WB","EAP"
"340",4,"D7",52,1247,57,1.71,"MW","EAP"
"341",4,"E7",53,639,58,1.8114,"WB","JXD"
"342",4,"F7",54,1094,58,1.8084,"WB","JXD"
"343",4,"G7",55,59,58,1.8146,"WB","JD"
"344",4,"H7",56,254,59,1.81,"WB","JAJ"
"345",4,"A8",57,1910,59,1.62,"WB","EAP"
"346",4,"B8",58,255,60,1.5514,"MW","JAJ"
"347",4,"C8",59,587,60,1.9079,"WB","JXD"
"348",4,"D8",60,1699,61,1.88,"WB","EAP"
"349",4,"E8",61,1776,62,1.45,"MW","EAP"
"350",4,"F8",62,1207,62,1.97,"WB","EAP"
"351",4,"G8",63,1246,64,1.91,"WB","EAP"
"352",4,"H8",64,272,64,1.88,"WB","JAJ"
"353",4,"A9",65,50,64,1.57,"WB","JXD"
"354",4,"B9",66,787,64,1.85,"MW","JXD"
"355",4,"C9",67,498,64,1.9357,"WB","JAJ"
"356",4,"D9",68,190,65,1.8344,"WB","JAJ"
"357",4,"E9",69,491,65,0.9844,"WB","JAJ"
"358",4,"F9",70,312,65,1.0541,"MW","JAJ"
"359",4,"G9",71,441,66,1.5943,"MW","JAJ"
"360",4,"H9",72,268,66,6.7436,"MW","JAJ"
"361",4,"A10",73,155,66,2.7216,"WB","JAJ"
"362",4,"B10",74,1189,66,1.95,"WB","EAP"
"363",4,"C10",75,1403,66,1.88,"MW","EAP"
"364",4,"D10",76,1531,67,1.79,"WB","EAP"
"365",4,"E10",77,1614,67,1.84,"WB","EAP"
"366",4,"F10",78,829,67,1.6389,"MW","JXD"
"367",4,"G10",79,813,67,1.6956,"MW","JXD"
"368",4,"H10",80,384,67,1.51,"MW","JAJ"
"369",4,"A11",81,142,68,1.5882,"WB","JAJ"
"370",4,"B11",82,1118,69,1.48,"MW","EAP"
