"","plate","well","position","nuc.ac.nr","dnaconcngpmicl","absratio","TissCode","extractby"
"1090",12,"B5",34,1756,350,1.84,"WB","EAP"
"1091",12,"C5",35,1468,350,1.87,"WB","EAP"
"1092",12,"D5",36,1781,351,1.84,"WB","EAP"
"1093",12,"E5",37,1119,352,1.85,"WB","EAP"
"1094",12,"F5",38,657,352,1.8686,"WB","EAP"
"1095",12,"G5",39,1442,354,1.88,"WB","EAP"
"1096",12,"H5",40,1844,354,1.88,"WB","EAP"
"1097",12,"A6",41,293,355,1.84,"WB","JAJ"
"1098",12,"B6",42,1841,356,1.87,"WB","EAP"
"1099",12,"C6",43,1641,356,1.83,"WB","EAP"
"1100",12,"D6",44,1603,357,1.88,"WB","EAP"
"1101",12,"E6",45,1739,357,1.87,"WB","EAP"
"1102",12,"F6",46,990,359,1.92,"WB","ALG"
"1103",12,"G6",47,751,359,1.849,"WB","JXD"
"1104",12,"H6",48,199,360,1.84,"WB","JAJ"
"1105",12,"A7",49,513,360,1.2757,"MW","JAJ"
"1106",12,"B7",50,257,361,1.7723,"MW","JAJ"
"1107",12,"C7",51,1895,362,1.87,"WB","EAP"
"1108",12,"D7",52,1734,362,1.89,"WB","EAP"
"1109",12,"E7",53,1532,363,1.88,"WB","EAP"
"1110",12,"F7",54,1883,366,1.9,"WB","EAP"
"1111",12,"G7",55,1525,366,1.88,"WB","EAP"
"1112",12,"H7",56,179,366,1.84,"WB","JAJ"
"1113",12,"A8",57,845,366,1.88,"WB","JXD"
"1114",12,"B8",58,1667,367,1.92,"WB","EAP"
"1115",12,"C8",59,1315,367,1.89,"WB","EAP"
"1116",12,"D8",60,1066,369,1.85,"WB","JXD"
"1117",12,"E8",61,433,369,1.8305,"WB","JAJ"
"1118",12,"F8",62,597,369,1.8567,"WB","JXD"
"1119",12,"G8",63,1139,370,1.84,"WB","EAP"
"1120",12,"H8",64,817,370,1.5488,"MW","JXD"
"1121",12,"A9",65,877,370,1.8463,"WB","JXD"
"1122",12,"B9",66,1373,370,1.86,"WB","EAP"
"1123",12,"C9",67,1299,371,1.89,"WB","EAP"
"1124",12,"D9",68,1331,371,1.89,"WB","EAP"
"1125",12,"E9",69,1199,371,1.9,"WB","EAP"
"1126",12,"F9",70,1905,371,1.84,"WB","EAP"
"1127",12,"G9",71,894,373,1.9187,"WB","JXD"
"1128",12,"H9",72,682,374,1.87,"WB","EAP"
"1129",12,"A10",73,1080,374,1.8416,"WB","JXD"
"1130",12,"B10",74,917,374,1.9166,"WB","JXD"
"1131",12,"C10",75,1524,375,1.88,"WB","EAP"
"1132",12,"D10",76,1503,375,1.88,"WB","EAP"
"1133",12,"E10",77,748,376,1.8779,"WB","JXD"
"1134",12,"F10",78,1963,377,1.89,"WB","EAP"
"1135",12,"G10",79,1663,378,1.87,"WB","EAP"
"1136",12,"H10",80,839,378,1.88,"WB","JXD"
"1137",12,"A11",81,1025,378,1.8196,"WB","JXD"
"1138",12,"B11",82,1968,380,1.87,"WB","EAP"
"1139",12,"C11",83,130,382,1.88,"WB","JAJ"
"1140",12,"D11",84,1444,383,1.88,"WB","EAP"
"1141",12,"E11",85,707,383,1.8922,"WB","EAP"
"1142",12,"F11",86,898,384,1.8927,"WB","JXD"
"1143",12,"G11",87,487,384,1.753,"WB","JAJ"
"1144",12,"H11",88,550,385,1.7281,"WB","EAP"
"1145",12,"A12",89,1424,386,1.89,"WB","EAP"
"1146",12,"B12",90,1550,386,1.89,"WB","EAP"
"1147",12,"C12",91,1454,386,1.88,"WB","EAP"
"1148",12,"D12",92,1634,386,1.86,"WB","EAP"
"1149",12,"E12",93,1728,388,1.9,"WB","EAP"
"1150",12,"F12",94,16,388,1.88,"WB","FJB"
"1151",12,"G12",95,1783,389,1.83,"WB","EAP"
"1152",12,"H12",96,1876,390,1.86,"WB","EAP"
"1153",13,"A1",1,219,390,1.4087,"MW","JAJ"
"1154",13,"B1",2,667,392,1.88,"WB","EAP"
"1155",13,"C1",3,1575,393,1.87,"WB","EAP"
"1156",13,"D1",4,1266,394,1.86,"WB","EAP"
"1157",13,"E1",5,93,395,1.9003,"WB","JAJ"
"1158",13,"F1",6,1625,395,1.85,"WB","EAP"
"1159",13,"G1",7,1650,396,1.87,"WB","EAP"
"1160",13,"H1",8,119,396,2.0639,"WB","JAJ"
"1161",13,"A2",9,525,396,1.0853,"MW","JAJ"
"1162",13,"B2",10,577,396,1.88,"WB","EAP"
"1163",13,"C2",11,1952,398,1.87,"WB","EAP"
"1164",13,"D2",12,873,398,1.8534,"WB","JXD"
"1165",13,"E2",13,68,399,1.8274,"WB","JAJ"
"1166",13,"F2",14,1957,400,1.88,"WB","EAP"
"1167",13,"G2",15,1944,400,1.88,"WB","EAP"
"1168",13,"H2",16,1337,400,1.88,"WB","EAP"
"1169",13,"A3",17,1111,402,1.84,"WB","JXD"
"1170",13,"B3",18,1184,402,1.83,"MW","EAP"
"1171",13,"C3",19,670,403,1.8657,"WB","EAP"
"1172",13,"D3",20,1064,403,1.86,"WB","JXD"
"1173",13,"E3",21,431,405,1.5567,"WB","JAJ"
"1174",13,"F3",22,1345,407,1.87,"WB","EAP"
"1175",13,"G3",23,118,408,1.8586,"WB","JAJ"
"1176",13,"H3",24,1257,409,1.9,"WB","EAP"
"1177",13,"A4",25,1081,409,1.8379,"WB","JXD"
"1178",13,"B4",26,1136,409,1.85,"WB","EAP"
"1179",13,"C4",27,572,411,1.87,"WB","JXD"
"1180",13,"D4",28,1023,412,1.8094,"WB","JXD"
"1181",13,"E4",29,1925,413,1.86,"WB","EAP"
"1182",13,"F4",30,878,414,1.8489,"WB","JXD"
"1183",13,"G4",31,565,415,1.6677,"MW","EAP"
"1184",13,"H4",32,746,415,1.8705,"WB","JXD"
"1185",13,"A5",33,381,417,1.2499,"WB","JAJ"
"1186",13,"B5",34,1132,419,1.85,"WB","EAP"
"1187",13,"C5",35,1465,421,1.85,"WB","EAP"
"1188",13,"D5",36,1324,422,1.88,"WB","EAP"
"1189",13,"E5",37,1585,423,1.87,"WB","EAP"
"1190",13,"F5",38,94,423,1.7945,"WB","JAJ"
"1191",13,"G5",39,1715,423,1.88,"WB","EAP"
"1192",13,"H5",40,992,424,1.9,"WB","ALG"
"1193",13,"A6",41,1736,424,1.86,"WB","EAP"
"1194",13,"B6",42,1808,425,1.87,"WB","EAP"
"1195",13,"C6",43,1206,427,1.89,"WB","EAP"
"1196",13,"D6",44,564,427,1.6184,"WB","JXD"
"1197",13,"E6",45,1128,427,1.84,"WB","EAP"
"1198",13,"F6",46,1476,427,1.87,"WB","EAP"
"1199",13,"G6",47,1755,428,1.83,"WB","EAP"
"1200",13,"H6",48,0,NA,NA,NA,NA
"1201",13,"A7",49,680,428,1.8663,"WB","EAP"
"1202",13,"B7",50,1491,428,1.89,"WB","EAP"
"1203",13,"C7",51,622,429,1.8562,"WB","JXD"
"1204",13,"D7",52,1810,429,1.83,"WB","EAP"
"1205",13,"E7",53,374,429,1.6956,"MW","JAJ"
"1206",13,"F7",54,83,429,1.87,"WB","JAJ"
"1207",13,"G7",55,1346,430,1.88,"WB","EAP"
"1208",13,"H7",56,1121,430,1.85,"WB","EAP"
"1209",13,"A8",57,1960,431,1.88,"WB","EAP"
"1210",13,"B8",58,1181,432,1.86,"WB","EAP"
"1211",13,"C8",59,1228,432,1.88,"WB","EAP"
"1212",13,"D8",60,55,432,1.88,"WB","JXD"
"1213",13,"E8",61,783,433,1.87,"WB","JXD"
"1214",13,"F8",62,1691,433,1.89,"WB","EAP"
"1215",13,"G8",63,900,435,1.9009,"WB","JXD"
"1216",13,"H8",64,633,436,1.8682,"WB","JXD"
"1217",13,"A9",65,811,437,1.8769,"WB","JXD"
"1218",13,"B9",66,99,438,1.86,"WB","JAJ"
"1219",13,"C9",67,1188,439,1.88,"WB","EAP"
"1220",13,"D9",68,1744,439,1.83,"WB","EAP"
"1221",13,"E9",69,791,441,1.8821,"WB","JXD"
"1222",13,"F9",70,1882,441,1.85,"WB","EAP"
"1223",13,"G9",71,1896,441,1.87,"WB","EAP"
"1224",13,"H9",72,1348,443,1.87,"WB","EAP"
"1225",13,"A10",73,789,445,1.8708,"WB","JXD"
"1226",13,"B10",74,341,447,1.84,"WB","JAJ"
"1227",13,"C10",75,19,447,1.8323,"WB","FJB"
"1228",13,"D10",76,4,447,1.8604,"WB","JXD"
"1229",13,"E10",77,765,448,1.8689,"WB","JXD"
"1230",13,"F10",78,1048,448,1.8682,"WB","JXD"
"1231",13,"G10",79,1046,450,1.8134,"WB","JXD"
"1232",13,"H10",80,1210,451,1.87,"WB","EAP"
"1233",13,"A11",81,1415,452,1.86,"WB","EAP"
"1234",13,"B11",82,1604,453,1.86,"WB","EAP"
"1235",13,"C11",83,862,454,1.855,"WB","JXD"
"1236",13,"D11",84,58,454,1.87,"WB","JD"
"1237",13,"E11",85,31,455,1.85,"WB","JXD"
"1238",13,"F11",86,659,455,1.86,"WB","EAP"
"1239",13,"G11",87,98,455,1.54,"WB","JAJ"
"1240",13,"H11",88,1242,455,1.86,"WB","EAP"
"1241",13,"A12",89,1534,458,1.86,"WB","EAP"
"1242",13,"B12",90,1686,459,1.86,"WB","EAP"
"1243",13,"C12",91,1761,459,1.86,"WB","EAP"
"1244",13,"D12",92,1807,460,1.86,"WB","EAP"
"1245",13,"E12",93,1455,460,1.77,"WB","EAP"
"1246",13,"F12",94,1030,460,1.8645,"WB","JXD"
"1247",13,"G12",95,678,461,1.86,"WB","EAP"
"1248",13,"H12",96,1186,462,1.88,"WB","EAP"
"1249",14,"A1",1,1049,462,1.8685,"WB","JXD"
"1250",14,"B1",2,1779,463,1.81,"WB","EAP"
"1251",14,"C1",3,1891,464,1.87,"WB","EAP"
"1252",14,"D1",4,1244,464,1.85,"WB","EAP"
"1253",14,"E1",5,1803,467,1.86,"WB","EAP"
"1254",14,"F1",6,1131,467,1.85,"WB","EAP"
"1255",14,"G1",7,1342,469,1.88,"WB","EAP"
"1256",14,"H1",8,122,470,2.208,"WB","JAJ"
"1257",14,"A2",9,1822,470,1.86,"WB","EAP"
"1258",14,"B2",10,1967,471,1.88,"WB","EAP"
"1259",14,"C2",11,1114,471,1.85,"WB","EAP"
"1260",14,"D2",12,1894,471,1.88,"WB","EAP"
"1261",14,"E2",13,101,472,1.86,"WB","JAJ"
"1262",14,"F2",14,592,476,1.7714,"MW","EAP"
"1263",14,"G2",15,1005,476,1.89,"WB","JXD"
"1264",14,"H2",16,1467,478,1.85,"WB","EAP"
"1265",14,"A3",17,1980,481,1.88,"WB","EAP"
"1266",14,"B3",18,1457,483,1.88,"WB","EAP"
"1267",14,"C3",19,1730,484,1.89,"WB","EAP"
"1268",14,"D3",20,1078,485,1.8363,"WB","JXD"
"1269",14,"E3",21,1731,486,1.89,"WB","EAP"
"1270",14,"F3",22,1253,486,1.9,"WB","EAP"
"1271",14,"G3",23,437,490,1.5729,"WB","JAJ"
"1272",14,"H3",24,0,NA,NA,NA,NA
"1273",14,"A4",25,1256,493,1.88,"WB","EAP"
"1274",14,"B4",26,1178,493,1.86,"WB","EAP"
"1275",14,"C4",27,1248,494,1.85,"WB","EAP"
"1276",14,"D4",28,1334,497,1.87,"WB","EAP"
"1277",14,"E4",29,1211,497,1.86,"WB","EAP"
"1278",14,"F4",30,216,498,1.5638,"MW","JAJ"
"1279",14,"G4",31,1255,499,1.89,"WB","EAP"
"1280",14,"H4",32,1964,500,1.88,"WB","EAP"
"1281",14,"A5",33,1620,502,1.85,"WB","EAP"
"1282",14,"B5",34,1050,502,1.86,"WB","JXD"
"1283",14,"C5",35,9,506,1.86,"WB","FJB"
"1284",14,"D5",36,452,507,1.9131,"WB","JAJ"
"1285",14,"E5",37,1284,508,1.88,"WB","EAP"
"1286",14,"F5",38,1125,510,1.85,"WB","EAP"
"1287",14,"G5",39,555,511,1.86,"WB","EAP"
"1288",14,"H5",40,1664,514,1.86,"WB","EAP"
"1289",14,"A6",41,65,515,1.8472,"WB","JAJ"
"1290",14,"B6",42,1537,516,1.87,"WB","EAP"
"1291",14,"C6",43,15,517,1.86,"WB","FJB"
"1292",14,"D6",44,1958,517,1.88,"WB","EAP"
"1293",14,"E6",45,1251,519,1.9,"WB","EAP"
"1294",14,"F6",46,1341,523,1.87,"WB","EAP"
"1295",14,"G6",47,1892,523,1.86,"WB","EAP"
"1296",14,"H6",48,1902,524,1.87,"WB","EAP"
"1297",14,"A7",49,192,525,1.7317,"WB","JAJ"
"1298",14,"B7",50,1273,526,1.89,"WB","EAP"
"1299",14,"C7",51,1597,529,1.85,"WB","EAP"
"1300",14,"D7",52,1212,529,1.87,"WB","EAP"
"1301",14,"E7",53,113,529,1.86,"WB","JAJ"
"1302",14,"F7",54,1202,530,1.86,"WB","EAP"
"1303",14,"G7",55,1288,531,1.87,"WB","EAP"
"1304",14,"H7",56,929,531,1.8992,"WB","JXD"
"1305",14,"A8",57,506,533,1.5341,"WB","JAJ"
"1306",14,"B8",58,72,534,1.86,"WB","JAJ"
"1307",14,"C8",59,1191,534,1.84,"WB","EAP"
"1308",14,"D8",60,1561,539,1.88,"WB","EAP"
"1309",14,"E8",61,370,539,1.7741,"WB","JAJ"
"1310",14,"F8",62,1830,541,1.86,"WB","EAP"
"1311",14,"G8",63,1173,544,1.6,"MW","EAP"
"1312",14,"H8",64,1458,547,1.88,"WB","EAP"
"1313",14,"A9",65,629,550,1.87,"WB","JXD"
"1314",14,"B9",66,675,550,1.88,"WB","EAP"
"1315",14,"C9",67,842,553,1.88,"WB","JXD"
"1316",14,"D9",68,695,555,1.85,"WB","EAP"
"1317",14,"E9",69,10,556,1.85,"WB","FJB"
"1318",14,"F9",70,40,558,1.87,"WB","JXD"
"1319",14,"G9",71,34,562,1.7807,"WB","JXD"
"1320",14,"H9",72,1134,565,1.85,"WB","EAP"
"1321",14,"A10",73,12,567,1.882,"WB","FJB"
"1322",14,"B10",74,248,568,1.8509,"WB","JAJ"
"1323",14,"C10",75,628,570,1.87,"WB","JXD"
"1324",14,"D10",76,1067,571,1.84,"WB","JXD"
"1325",14,"E10",77,1573,572,1.85,"WB","EAP"
"1326",14,"F10",78,1801,572,1.85,"WB","EAP"
"1327",14,"G10",79,117,573,1.2116,"WB","JAJ"
"1328",14,"H10",80,855,573,1.8778,"WB","JXD"
"1329",14,"A11",81,1101,573,1.85,"WB","JXD"
"1330",14,"B11",82,61,574,1.8276,"WB","JD"
"1331",14,"C11",83,1205,576,1.87,"WB","EAP"
"1332",14,"D11",84,1608,576,1.85,"WB","EAP"
"1333",14,"E11",85,644,578,1.86,"WB","JXD"
"1334",14,"F11",86,24,590,1.8145,"WB","JXD"
"1335",14,"G11",87,28,604,1.809,"WB","JXD"
"1336",14,"H11",88,543,604,1.9118,"WB","EAP"
"1337",14,"A12",89,624,614,1.8877,"WB","JXD"
"1338",14,"B12",90,464,616,1.6448,"WB","JAJ"
"1339",14,"C12",91,361,628,1.7821,"WB","JAJ"
"1340",14,"D12",92,1582,630,1.88,"WB","EAP"
"1341",14,"E12",93,447,630,1.1857,"WB","JAJ"
"1342",14,"F12",94,809,637,1.87,"WB","JXD"
"1343",14,"G12",95,1572,637,1.9,"WB","EAP"
"1344",14,"H12",96,22,639,1.8096,"WB","JXD"
"1345",15,"A1",1,79,639,1.85,"WB","JAJ"
"1346",15,"B1",2,1033,643,1.8845,"WB","JXD"
"1347",15,"C1",3,261,644,1.8816,"WB","JAJ"
"1348",15,"D1",4,1032,647,1.8784,"WB","JXD"
"1349",15,"E1",5,1040,649,1.8814,"WB","JXD"
"1350",15,"F1",6,593,652,1.7328,"MW","EAP"
"1351",15,"G1",7,1738,653,1.88,"WB","EAP"
"1352",15,"H1",8,1688,655,1.92,"WB","EAP"
"1353",15,"A2",9,1354,656,1.76,"WB","EAP"
"1354",15,"B2",10,937,659,1.88,"WB","JXD"
"1355",15,"C2",11,36,662,1.8172,"WB","JXD"
"1356",15,"D2",12,854,663,1.8819,"WB","JXD"
"1357",15,"E2",13,500,664,1.9889,"WB","JAJ"
"1358",15,"F2",14,1090,664,1.85,"WB","JXD"
"1359",15,"G2",15,784,666,1.86,"WB","JXD"
"1360",15,"H2",16,7,666,1.8383,"WB","FJB"
"1361",15,"A3",17,1387,667,1.85,"WB","EAP"
"1362",15,"B3",18,632,671,1.8911,"WB","JXD"
"1363",15,"C3",19,1238,672,1.92,"WB","EAP"
"1364",15,"D3",20,1230,674,1.55,"MW","EAP"
"1365",15,"E3",21,46,676,1.7781,"WB","JXD"
"1366",15,"F3",22,250,679,1.389,"MW","JAJ"
"1367",15,"G3",23,848,687,1.8845,"WB","JXD"
"1368",15,"H3",24,475,688,1.4019,"WB","JAJ"
"1369",15,"A4",25,27,691,1.8264,"WB","JXD"
"1370",15,"B4",26,383,693,1.2329,"WB","JAJ"
"1371",15,"C4",27,1235,696,1.91,"WB","EAP"
"1372",15,"D4",28,315,696,1.9223,"WB","JAJ"
"1373",15,"E4",29,195,702,1.86,"WB","JAJ"
"1374",15,"F4",30,14,703,1.88,"WB","FJB"
"1375",15,"G4",31,1389,706,1.85,"WB","EAP"
"1376",15,"H4",32,626,722,1.89,"WB","JXD"
"1377",15,"A5",33,493,724,1.5477,"WB","JAJ"
"1378",15,"B5",34,1197,728,1.88,"WB","EAP"
"1379",15,"C5",35,838,729,1.87,"WB","JXD"
"1380",15,"D5",36,462,732,1.6149,"WB","JAJ"
"1381",15,"E5",37,1200,733,1.89,"WB","EAP"
"1382",15,"F5",38,57,734,1.89,"WB","JXD"
"1383",15,"G5",39,646,734,1.9,"WB","JXD"
"1384",15,"H5",40,604,739,1.8902,"WB","JXD"
"1385",15,"A6",41,444,744,1.89,"WB","JAJ"
"1386",15,"B6",42,795,744,1.9035,"WB","JXD"
"1387",15,"C6",43,685,752,1.88,"WB","EAP"
"1388",15,"D6",44,1412,754,1.85,"WB","EAP"
"1389",15,"E6",45,451,759,1.6487,"WB","JAJ"
"1390",15,"F6",46,1135,785,1.84,"WB","EAP"
"1391",15,"G6",47,574,812,1.89,"WB","EAP"
"1392",15,"H6",48,1115,813,1.87,"WB","EAP"
"1393",15,"A7",49,164,820,1.86,"WB","JAJ"
"1394",15,"B7",50,509,823,1.5817,"WB","JAJ"
"1395",15,"C7",51,1611,828,1.89,"WB","EAP"
"1396",15,"D7",52,25,830,1.84,"WB","JXD"
"1397",15,"E7",53,436,833,1.5016,"WB","JAJ"
"1398",15,"F7",54,128,835,1.88,"WB","JAJ"
"1399",15,"G7",55,1382,837,1.85,"WB","EAP"
"1400",15,"H7",56,1355,837,1.86,"WB","EAP"
"1401",15,"A8",57,1463,845,1.9,"WB","EAP"
"1402",15,"B8",58,124,851,1.7592,"WB","JAJ"
"1403",15,"C8",59,705,854,1.8761,"WB","EAP"
"1404",15,"D8",60,449,862,1.4657,"WB","JAJ"
"1405",15,"E8",61,1226,876,1.86,"WB","EAP"
"1406",15,"F8",62,1782,876,1.88,"WB","EAP"
"1407",15,"G8",63,174,885,1.2453,"WB","JAJ"
"1408",15,"H8",64,1416,888,1.85,"WB","EAP"
"1409",15,"A9",65,70,913,1.86,"WB","JAJ"
"1410",15,"B9",66,477,954,1.6061,"WB","JAJ"
"1411",15,"C9",67,1817,963,1.9,"WB","EAP"
"1412",15,"D9",68,363,986,1.6559,"WB","JAJ"
"1413",15,"E9",69,1,1017,1.89,"WB","JXD"
"1414",15,"F9",70,557,1022,1.88,"WB","EAP"
"1415",15,"G9",71,1053,1031,1.87,"WB","JXD"
"1416",15,"H9",72,490,1088,1.9007,"WB","JAJ"
"1417",15,"A10",73,1564,1092,1.91,"WB","EAP"
"1418",15,"B10",74,136,1100,1.6389,"WB","JAJ"
"1419",15,"C10",75,115,1120,1.4971,"WB","JAJ"
"1420",15,"D10",76,1052,1130,1.87,"WB","JXD"
"1421",15,"E10",77,702,1175,1.9,"WB","EAP"
"1422",15,"F10",78,368,1214,1.9539,"WB","JAJ"
"1423",15,"G10",79,1950,1229,1.89,"WB","EAP"
"1424",15,"H10",80,737,1295,1.8853,"WB","JXD"
"1425",15,"A11",81,1390,1306,1.86,"WB","EAP"
"1426",15,"B11",82,687,1308,1.8588,"WB","EAP"
"1427",15,"C11",83,908,1349,1.8948,"WB","JXD"
"1428",15,"D11",84,488,1351,1.6673,"WB","JAJ"
"1429",15,"E11",85,552,1360,1.8107,"WB","EAP"
"1430",15,"F11",86,140,1442,1.9108,"BUC","JAJ"
"1431",15,"G11",87,6,1621,1.8196,"WB","FJB"
"1432",15,"H11",88,0,NA,NA,NA,NA
"1433",15,"A12",89,43,1829,1.655,"WB","JXD"
"1434",15,"B12",90,688,2303,1.8661,"WB","EAP"
"1435",15,"C12",91,818,2942,1.83,"WB","JXD"
